id;name;energy,calculated (kJ);fat, total (g);carbohydrate, available (g);protein, total (g);alcohol (g);organic acids, total (g);sugar alcohols (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);starch, total (g);fibre, total (g);fibre, water-insoluble (g);polysaccharides, non-cellulosic, water-soluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
34362;Avocado Sauce;894;20.9;0.7;4.2;0;0.2;0;0.5;0.1;<0.1;0.3;0;0;<0.1;0.2;4.2;1.2;1.0;18.9;1.8;12.9;4.2;<0.1;0.1;1.6;1607;128;0;0;7.1;58.7;102.6;0.5;14.8;275.9;22.0;232.7;592.8;71.5;2.1;0.4;53.3;13.6;1.6;0.7;0.27;0.14;0.05;39.8;738.9;0.2;12.2;<0.1;2.2;22.69
3328;Avocado Sauce, Guacamole;665;15.0;1.5;2.2;0;0.3;0;1.3;0.5;<0.1;0.6;0;0;0.2;0.2;5.4;1.6;1.3;13.1;1.4;9.7;2.1;0;0.1;1.2;1219;144;0;0;0.2;62.0;16.2;0.5;11.0;354.4;24.2;159.9;407.5;30.9;0.4;<0.1;21.7;9.2;1.1;0.9;0.35;0.10;0.05;14.9;964.0;0;11.5;0;1.8;16.37
33208;Avocado Sauce, Guacamole, Industrial;374;5.9;6.8;1.5;0;0.1;0;3.7;0.5;<0.1;1.1;0.8;0.1;1.1;2.6;1.7;0.6;0.4;5.4;1.2;3.2;0.9;0;0.2;1.0;1025;222;0;0;0.4;29.1;22.3;0.4;1.2;191.2;14.1;593.7;1512.7;37.5;0.4;0.2;17.1;9.5;0.7;0.5;0.17;0.06;0.04;18.1;1029.1;<0.1;11.8;0;1.2;8.91
28933;Avocado  With Skin And Stone;589;13.8;0.5;1.9;0;N/A;0;0.5;<0.1;<0.1;0.3;0;0;<0.1;<0.1;4.8;1.4;1.1;12.0;1.1;9.0;1.9;0;<0.1;1.0;1026;88;0;0;0;53.5;10.7;0.4;0.7;284.0;20.6;4.3;10.9;22.0;0.3;0;17.8;7.8;1.1;0.8;0.30;0.11;0.05;3.7;288.6;0;7.2;0;1.5;14.20
707;Bacon, 32% Fat;1440;32.4;0;14.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.4;3.4;14.5;12.4;<0.1;0.3;3.0;2876;243;0;0;67.2;0;8.0;0.6;3.0;190.0;12.0;980.0;2497.0;110.0;13.5;1.7;222.0;2.0;6.5;2.8;0.30;0.10;0.27;6.2;0;0.7;0;0.5;0.5;0.10
28947;Bacon, Fillet, 18% Fat;946;18.0;0.5;16.0;0;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;16.9;2.4;8.0;6.1;<0.1;0.3;2.0;1788;173;20;16;47.3;0;13.0;0.6;2.8;207.5;17.4;1000.0;2548.0;120.5;15.3;1.5;182.3;1.6;7.6;4.5;0.32;0.18;0.71;12.9;0;0.6;0;0.4;0.4;2.24
29050;Bacon, Fillet, 18% Fat, Fried;1262;24.0;0.7;21.3;0;0;0;0.7;0;0;0.7;0;0;0;0;0;0;0;22.5;3.2;10.6;8.1;0.1;0.3;2.6;2383;231;27;21;63.1;0;17.3;0.7;3.8;276.7;23.3;1333.3;3397.3;160.7;20.5;2.0;243.1;2.1;10.1;6.1;0.42;0.24;0.95;14.6;0;0.8;0;0.5;0.5;2.99
7001;Bacon, Fried;1973;44.4;0;19.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.6;4.6;19.9;17.0;<0.1;0.4;4.0;3940;333;0;0;92.0;0;11.0;0.8;4.1;260.3;16.4;1342.5;3420.6;150.7;18.5;2.3;304.1;2.0;7.1;3.8;0.41;0.12;0.22;7.2;0;0.7;0;0.7;0.7;0.14
34695;Bacon Salad With Egg And Beans, Without Dressing;403;6.8;2.4;5.6;0;0.2;0;1.9;0.9;0;0.7;0;<0.1;0.2;0.5;1.2;0.7;0.4;6.1;0.9;2.9;2.3;<0.1;0.1;0.7;666;94;0;22;84.1;7.0;40.8;0.8;9.9;276.5;17.2;172.8;440.2;85.3;9.7;0.8;87.9;42.1;1.9;0.9;0.13;0.13;0.10;85.7;1805.0;0.5;7.8;0.5;0.8;39.68
32968;Bagel;1069;4.3;45.1;7.3;0;<0.1;0;2.2;<0.1;<0.1;<0.1;<0.1;0.5;1.6;42.8;2.3;1.7;0.6;3.9;1.3;1.7;0.8;<0.1;0.3;1.1;1049;276;0;0;1.5;45.0;14.5;0.6;25.3;116.4;18.5;305.1;777.3;82.4;6.0;0.6;82.8;43.7;2.1;1.0;0.08;0.10;0.05;13.4;6.1;<0.1;<0.1;0.2;0.8;4.14
32970;Bagel, Butter Bagel;1263;12.0;40.5;6.7;0;0;0;2.1;<0.1;0;<0.1;0.1;0.5;1.5;38.4;2.1;1.6;0.5;11.1;0.7;2.8;7.3;0.3;<0.1;0.5;479;70;0;0;24.4;26.0;15.8;0.6;23.0;106.4;16.9;347.2;884.6;78.0;5.4;0.6;75.0;39.6;1.9;0.9;0.07;0.09;0.05;96.9;64.8;0;0;<0.1;0.4;3.05
1150;Bagel, Sweet, Low-Fat Milk;1509;14.3;48.8;7.9;0;<0.1;0;15.6;<0.1;0;<0.1;0.5;0.4;14.6;33.2;1.9;1.5;0.5;13.2;1.6;4.2;6.9;0.2;0.2;1.3;1261;234;0;13;58.7;40.2;32.0;0.8;50.3;136.2;18.2;692.7;1765.1;108.0;8.9;0.8;97.6;61.7;2.4;1.1;0.09;0.18;0.07;152.5;122.1;0.3;0.1;1.0;1.2;6.65
32839;Baked Apple;288;1.5;12.3;0.2;0;0.5;0;12.2;6.0;<0.1;2.8;<0.1;0;3.4;<0.1;1.7;1.1;0.7;1.4;0.4;0.7;0.3;<0.1;0.1;0.3;312;113;0;0;0.6;24.4;6.6;0.2;1.4;116.8;5.0;5.7;14.6;9.2;<0.1;<0.1;4.4;2.8;0.2;0.1;0.05;0.02;0.02;8.0;79.8;<0.1;5.8;<0.1;0.5;3.42
29306;Baked Banana;735;3.5;33.6;1.1;0;0.4;0;29.4;2.4;<0.1;3.9;<0.1;0;23.1;4.2;1.6;0.9;0.6;3.1;0.9;1.5;0.6;<0.1;0.3;0.6;642;250;0;0;1.4;24.9;6.0;0.9;1.9;315.3;27.6;12.2;31.1;22.5;0.4;0.2;11.5;8.3;0.7;0.6;0.44;0.05;0.03;13.5;29.4;<0.1;6.1;0.2;0.7;3.71
35631;Baked Minced Meat And Nachos;968;15.5;11.5;11.1;0;0.3;0;2.1;0.6;0.2;0.7;<0.1;0;0.7;9.4;0.7;0.1;0.1;14.5;1.9;6.1;6.3;0.2;0.4;1.4;1381;399;0;0;30.1;23.8;153.6;0.7;10.7;220.4;26.8;474.9;1210.0;155.6;9.0;1.9;140.3;9.7;4.0;2.0;0.24;0.13;0.09;59.8;1263.8;0.6;9.9;0.1;1.2;8.41
74;Baking Powder;735;0;37.8;5.2;0;N/A;N/A;0;0;N/A;0;0;0;0;37.8;0.5;N/A;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;11300.0;0;0;49.0;9.0;11800.0;30066.4;8400.0;0;2.8;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0
31160;Baking Soda, Bicarbonate Of Soda;0;0;0;0;0;N/A;N/A;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27360.0;69713.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Baking Yeast, Fresh;312;0.4;1.1;13.1;0;N/A;0;0;0;N/A;0;0;0;0;1.1;6.9;5.4;1.5;0.3;0;0.3;0;0;0;0;0;0;0;0;0;0;12.0;2.1;4.0;640.0;30.0;4.4;11.2;340.0;1.0;4.5;165.0;1250.0;15.1;12.3;0.48;2.00;0.50;0;0;0;0;0;0;0
800;Baltic Herring;504;6.1;0;16.3;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;5.6;2.0;2.0;1.6;<0.1;1.4;0.4;277;125;402;606;77.0;0;327.0;1.2;52.4;379.0;32.0;71.0;180.9;200.0;27.1;2.2;200.0;13.5;5.9;2.6;0.22;0.18;<0.01;8.0;0;13.0;0;15.6;2.0;0.20
8068;Baltic Herring, Boiled;565;6.9;0;18.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;2.2;2.3;1.7;<0.1;1.6;0.5;310;140;451;679;86.3;0;368.6;1.3;92.0;425.5;36.3;593.4;1511.9;225.2;30.4;2.5;224.3;10.6;5.3;2.9;0.25;0.16;<0.01;8.1;0;13.1;0;17.4;2.2;0.22
8007;Baltic Herring, Breaded, Fried;810;12.0;3.8;17.2;0;<0.1;0;0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3.7;0.9;0.7;0.1;11.2;3.6;4.8;2.7;<0.1;1.9;1.6;1455;558;410;617;81.0;32.9;337.2;1.4;69.8;415.8;39.1;333.1;848.7;225.3;27.9;2.4;210.9;11.3;5.3;2.7;0.24;0.17;0.02;29.5;20.0;11.3;<0.1;16.1;3.1;6.51
29207;Baltic Herring, Fillet;601;8.9;0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.1;3.4;2.6;2.0;0;2.4;0.9;472;174;413;586;77.0;0;87.4;0.8;52.4;390.4;28.2;61.9;157.7;200.0;27.1;2.4;200.0;13.5;7.4;4.1;0.22;0.18;<0.01;9.2;0;13.0;0;15.6;2.0;0.20
838;Baltic Herring, Pickled/Salted, Average;474;6.0;0;14.8;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;5.6;2.0;2.0;1.6;<0.1;1.4;0.4;277;125;402;606;59.3;0.3;71.0;0.6;<0.1;270.0;22.0;1443.5;3677.9;200.0;27.1;1.7;200.0;13.5;9.5;2.6;0.22;0.02;<0.01;7.8;0;13.0;0;17.0;2.0;0.20
801;Baltic Herring, Salted;495;6.0;0;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;1.9;2.0;1.5;<0.1;1.4;0.4;271;123;394;593;84.7;0;71.0;0.6;55.0;270.0;22.0;5742.1;14630.8;200.0;26.6;1.7;245.0;13.2;6.6;2.5;0.27;0.30;0.03;7.8;0;12.7;0;17.0;1.9;0.20
802;Baltic Herring, Smoked;598;7.5;0;18.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;2.4;2.5;1.9;<0.1;1.8;0.5;340;154;493;743;97.0;0;43.0;0.9;30.0;380.0;29.0;860.0;2191.3;240.0;35.0;1.3;260.0;16.5;7.5;3.2;0.61;0.20;0.02;39.7;0;15.9;0;17.0;2.0;0.24
29249;Baltic Herring Casserole, Potato, Fish Bouillon;338;2.5;7.2;6.9;0;0.3;0;0.5;0.2;<0.1;0.2;<0.1;<0.1;<0.1;6.7;0.5;0.5;0.2;2.3;0.8;0.8;0.6;<0.1;0.5;0.2;175;78;140;209;27.5;4.3;117.0;0.7;29.3;354.4;22.2;238.4;607.4;96.2;10.2;0.9;83.5;11.1;2.4;1.2;0.13;0.07;0.07;4.7;29.5;3.8;3.2;5.5;0.8;0.84
31449;Baltic Herring Casserole, Potato, Industrial, Ready Meal;593;8.6;11.7;3.9;0;0.4;0;1.4;0.2;0;0.3;0.8;<0.1;<0.1;10.2;0.7;0.7;0.3;8.1;1.9;4.0;2.2;<0.1;0.6;1.3;1269;434;36;58;19.9;27.6;58.9;0.6;22.6;359.6;21.2;405.5;1033.3;74.9;4.7;0.5;48.2;13.7;1.3;0.6;0.12;0.07;0.11;8.3;59.6;1.1;4.3;1.5;1.0;6.07
8030;Baltic Herring Casserole, Potato, Low-Fat Milk;480;5.4;7.9;8.2;0;0.3;0;1.8;0.2;<0.1;0.2;1.4;<0.1;<0.1;6.0;0.5;0.4;0.2;5.0;1.0;2.1;1.9;<0.1;0.5;0.5;416;91;119;185;46.1;3.9;139.9;0.8;31.5;372.0;23.9;255.8;651.8;122.9;11.7;1.1;107.0;13.9;2.7;1.2;0.16;0.14;0.09;18.2;60.3;3.5;3.2;5.1;0.8;0.90
29248;Baltic Herring Casserole, Potato, Low-Fat Milk, Without Bacon;399;3.2;8.4;7.6;0;0.3;0;2.0;0.2;<0.1;0.2;1.5;<0.1;<0.1;6.4;0.5;0.4;0.2;2.9;0.8;1.1;1.0;<0.1;0.5;0.3;216;78;128;198;44.0;4.1;149.1;0.8;33.5;382.9;24.6;195.8;499.0;122.8;11.4;1.0;96.8;14.7;2.5;1.1;0.15;0.14;0.09;19.0;64.5;3.7;3.4;5.4;0.8;0.95
8005;Baltic Herring Fillet With Cream, Breaded, Oven-Baked;832;13.7;2.1;16.3;0;0.9;0;1.0;<0.1;<0.1;<0.1;1.0;<0.1;<0.1;1.1;<0.1;<0.1;<0.1;12.6;3.5;3.7;5.1;0.1;2.4;1.0;613;219;401;569;85.0;2.8;110.6;0.8;76.2;413.3;30.6;420.1;1070.3;220.9;27.0;2.4;204.6;11.4;6.7;4.0;0.22;0.20;0.01;47.0;22.4;10.8;0.1;15.2;2.1;1.71
32251;Baltic Herring Fillet With Cream, Oven-Baked;821;13.9;1.0;16.4;0;0.9;0;1.0;0;<0.1;<0.1;1.0;0;0;0;0;0;0;12.8;3.5;3.8;5.2;0.1;2.4;1.0;612;222;407;578;86.3;2.1;112.0;0.8;77.2;417.3;30.6;426.4;1086.6;222.5;27.3;2.5;205.7;11.3;6.8;4.1;0.23;0.20;0.01;47.8;22.7;11.0;0.1;15.4;2.1;1.72
34441;Baltic Herring Fillet With Sour Cream, Oven-Baked;1068;20.7;2.1;15.2;0;0.4;0;2.1;0.7;0;0.6;0.6;0;0.1;<0.1;0.2;<0.1;<0.1;19.0;2.6;5.1;10.9;0.3;1.7;0.8;498;167;277;393;82.4;1.4;199.4;0.7;59.5;347.3;26.7;393.6;1002.8;223.3;21.5;2.3;194.6;13.2;5.8;3.0;0.18;0.20;0.02;132.7;1631.9;7.8;2.1;10.5;1.5;8.12
860;Baltic Herring In Dill Or Mustard Sauce;748;15.1;0;11.1;0;<0.1;0;0;0;0;0;0;0;0;0;0;0;0;12.7;4.9;5.9;1.9;<0.1;1.9;2.9;2788;932;302;454;59.3;55.9;56.4;0.5;<0.1;206.2;16.9;1242.6;3166.1;154.1;20.5;1.3;150.0;10.1;7.1;2.0;0.16;0.02;<0.01;5.9;0;9.8;0;12.8;3.0;12.15
8041;Baltic Herring In Tomato Sauce;515;7.3;1.2;12.7;0;0.6;0;1.2;0.3;0;0.2;0.6;0;<0.1;<0.1;<0.1;<0.1;<0.1;6.8;1.5;2.1;3.0;<0.1;1.1;0.3;249;103;296;445;62.7;0.8;257.4;0.9;59.3;324.7;26.3;355.6;906.0;165.0;20.3;1.7;154.4;8.6;4.3;2.2;0.18;0.14;0.01;28.6;1735.3;8.2;1.8;11.5;1.6;1.34
32850;Baltic Herring Jelly;308;3.3;0.4;10.0;0;0.5;0;0.3;<0.1;0;<0.1;0;0;0.2;0;<0.1;<0.1;<0.1;3.0;1.1;1.1;0.8;<0.1;0.8;0.2;150;68;217;327;41.6;0.1;179.5;0.6;41.9;207.4;17.6;248.6;633.3;108.9;14.7;1.2;108.3;5.2;2.6;1.4;0.12;0.08;<0.01;3.9;0.2;6.3;<0.1;8.4;1.1;0.12
8100;Baltic Herring With Cream Cheese;637;9.7;0.4;15.6;0;0.4;0;0.4;<0.1;0.1;0.2;<0.1;0;<0.1;<0.1;0.1;<0.1;<0.1;8.9;2.2;3.1;3.5;<0.1;1.4;0.7;552;213;372;560;79.0;6.9;324.7;1.2;67.0;392.1;32.5;365.5;931.2;204.1;25.5;2.1;190.9;11.4;5.1;2.5;0.22;0.18;0.02;36.4;183.8;10.3;2.8;14.5;2.1;5.66
11135;Bamboo Shoots, Canned;56;0.2;0.7;1.5;0;N/A;0;0.7;N/A;N/A;N/A;0;0;N/A;0;1.4;1.3;0.4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;15.0;13.0;0.4;N/A;530.0;3.0;4.0;10.2;39.0;1.0;1.1;N/A;36.0;0.5;0.5;0.14;0.06;0.09;0.7;8.0;0;0;0;0.6;0
4019;Banana, Deep-Fried;838;10.8;21.3;3.5;0;0.3;0;10.0;1.7;0;2.8;0.5;0.1;5.0;11.3;1.5;0.9;0.5;10.1;3.4;5.6;1.0;<0.1;0.9;2.5;2498;917;0;10;34.8;70.4;46.0;0.9;16.4;271.1;25.6;184.8;470.9;75.0;4.7;0.4;46.7;12.8;1.1;0.6;0.34;0.09;0.04;24.4;86.0;0.2;3.9;0.3;2.4;12.99
11049;Banana, Without Skin;366;0.4;18.3;1.2;0;0.4;0;13.5;2.7;N/A;4.4;0;0;6.4;4.8;1.8;1.0;0.7;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;26;20;0;0;0;11.6;6.2;1.0;1.0;358.4;31.3;5.0;12.7;24.9;0.3;0.2;13.0;12.5;0.9;0.7;0.50;0.06;0.04;1.7;29.7;0;10.0;0;0.2;0.50
28934;Banana, With Skin;246;0.3;12.3;0.8;0;0.3;0;9.0;1.8;N/A;2.9;0;0;4.3;3.2;1.2;0.7;0.5;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;18;13;0;0;0;7.8;4.2;0.7;0.7;240.2;21.0;3.4;8.5;16.7;0.2;0.1;8.7;8.4;0.6;0.5;0.34;0.04;0.03;1.1;19.9;0;6.7;0;0.1;0.34
31559;Banana Cake;1429;19.1;36.9;4.8;0;0.1;0;20.7;0.8;<0.1;1.4;<0.1;<0.1;18.4;16.0;1.4;0.8;0.4;18.0;3.0;7.2;7.5;0.3;0.8;2.1;2100;759;0;18;74.9;70.5;113.2;0.8;11.0;160.7;16.1;198.2;505.0;136.7;7.2;0.5;63.4;15.8;1.3;0.4;0.19;0.09;0.04;98.7;195.8;0.4;2.1;1.8;2.1;13.05
11505;Banana Chip;2149;29.0;59.9;2.0;0;0;0;22.1;0.3;0;0.1;0;0;21.7;37.8;3.0;0.9;0.6;27.7;7.4;14.9;5.4;0;2.2;5.2;5219;2209;0;0;1.0;140.3;7.4;0.9;1.0;313.5;27.8;5.7;14.6;21.4;0.3;0.2;11.1;10.8;0.8;0.6;0.32;0.05;0.03;1.4;25.5;0;8.6;0;4.5;31.11
33267;Banana Chips Coated With Yoghurt;2225;32.7;50.9;7.9;0;0;0;30.0;0.2;0;<0.1;11.1;0;18.7;20.9;1.7;0.5;0.3;31.3;4.7;11.9;12.9;1.8;1.3;3.4;3374;1291;0;0;4.5;131.5;291.6;0.6;32.6;536.0;41.9;226.6;577.5;219.4;4.4;1.1;117.5;16.6;2.5;0.5;0.28;0.49;0.09;2.0;18.5;0.6;6.0;<0.1;3.3;27.43
34491;Banana Egg Pancake;893;16.6;9.3;6.6;0;0.2;0;6.9;1.3;0;2.3;0;0;3.2;2.4;0.9;0.5;0.3;15.1;4.7;8.4;2.0;<0.1;1.2;3.5;3424;1180;0;51;172.6;79.1;32.3;1.3;20.7;243.0;22.1;55.3;140.8;115.4;15.9;0.8;106.9;32.2;1.8;0.4;0.31;0.20;0.07;114.0;350.9;1.0;3.0;1.1;3.6;16.50
6011;Banana Milkshake, Low-Fat Milk, Ice Cream;262;2.1;7.8;2.8;0;0.2;0;7.1;0.4;0;0.7;4.1;0;1.9;0.7;0.3;0.1;0.1;2.0;<0.1;0.5;1.4;<0.1;<0.1;<0.1;32;11;0;0;7.2;1.8;104.5;0.2;12.1;185.2;14.4;35.7;91.0;82.3;2.4;0.4;40.0;5.3;0.9;0.2;0.12;0.17;0.04;18.8;15.4;0.3;2.5;0.8;<0.1;0.54
5008;Barbeque Sauce;2393;62.2;2.8;1.0;0;1.2;0;2.0;0.5;<0.1;0.5;0;0;1.0;0.6;1.3;0.1;<0.1;60.0;21.3;34.6;4.1;0;5.9;15.3;15326;5906;0;0;2.6;376.0;40.6;1.1;25.9;37.7;9.6;658.7;1678.4;30.7;3.5;0.2;2.8;4.0;0.2;0.1;<0.01;<0.01;<0.01;27.0;502.5;0;0.2;0;13.9;82.13
30572;Barbeque Sausage, Average;960;17.3;8.4;10.4;0;0;0;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;7.3;0.2;<0.1;<0.1;16.8;2.1;8.0;6.7;<0.1;0.2;1.8;1738;188;0;0;32.6;1.1;20.1;1.3;16.8;174.9;15.7;727.9;1854.6;100.3;9.1;0.9;115.7;5.2;4.0;2.2;0.20;0.08;0.21;7.1;0;0.4;0;0.2;0.3;6.82
30261;Barbeque Sausage, Boiled;960;17.3;8.4;10.4;0;0;0;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;7.3;0.2;<0.1;<0.1;16.8;2.1;8.0;6.7;<0.1;0.2;1.8;1738;188;0;0;32.6;1.1;20.1;1.3;16.8;174.9;15.7;727.9;1854.6;100.3;9.1;0.9;115.7;5.2;4.0;2.2;0.20;0.08;0.21;7.1;0;0.4;0;0.2;0.3;6.82
34852;Barbeque Sausage, Bratwurst, Fried;1540;34.9;<0.1;14.5;0;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;0;0;33.4;5.4;16.0;11.2;0.2;0.8;4.5;4184;639;39;27;55.1;21.6;13.8;0.6;3.2;188.3;14.8;864.7;2203.3;110.5;14.5;1.7;186.8;1.5;9.3;6.2;0.29;0.17;0.67;40.0;4.9;0.6;<0.1;0.7;1.3;7.94
34851;Barbeque Sausage, Bratwurst, Fried Without Fat;1444;32.0;0;15.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6;4.4;14.5;10.9;0.2;0.5;3.8;3454;314;41;29;56.0;0;13.7;0.6;3.2;197.7;15.5;899.5;2292.0;115.5;15.2;1.8;196.9;1.6;9.8;6.5;0.31;0.18;0.70;23.3;0;0.7;0;0.5;0.6;3.32
30374;Barbeque Sausage, Cheese;977;15.9;8.6;10.0;0;<0.1;0;1.3;<0.1;0;1.2;<0.1;<0.1;<0.1;7.3;0.1;<0.1;<0.1;15.0;1.9;6.7;6.2;<0.1;0.2;1.7;1655;131;2;6;41.6;0.5;57.9;0.7;30.4;142.5;13.9;754.8;1923.3;125.3;8.4;1.1;135.2;5.9;4.8;2.6;0.22;0.10;0.17;18.0;3.7;0.5;0;0.2;0.3;13.60
32796;Barbeque Sausage, Contains Soy Protein, Average;886;17.5;2.9;11.0;0;0;0;1.0;<0.1;0;1.0;0;<0.1;<0.1;1.9;0.2;0.1;<0.1;16.5;2.2;7.5;6.7;<0.1;0.2;1.9;1807;146;5;5;28.7;3.9;15.1;0.9;2.4;279.2;28.9;727.9;1854.8;127.7;8.1;0.9;139.2;6.7;4.5;2.2;0.19;0.11;0.39;4.6;0;0.3;0;0.2;0.3;1.34
7188;Barbeque Sausage, Fried;1173;22.5;8.9;11.0;0;<0.1;0;1.2;<0.1;<0.1;1.1;<0.1;<0.1;<0.1;7.7;0.2;<0.1;<0.1;21.9;3.4;10.5;7.9;<0.1;0.5;2.7;2679;515;0;0;36.4;21.1;21.9;1.3;17.9;185.8;16.7;780.8;1989.5;107.0;9.6;1.0;122.5;5.6;4.3;2.3;0.21;0.09;0.22;24.0;4.5;0.4;<0.1;0.4;1.1;11.65
30342;Barbeque Sausage, Fried Without Fat;1067;19.2;9.3;11.5;0;0;0;1.2;<0.1;0;1.2;<0.1;<0.1;<0.1;8.1;0.2;<0.1;<0.1;18.7;2.3;8.8;7.4;<0.1;0.2;2.0;1931;209;0;0;36.3;1.2;22.3;1.4;18.7;194.4;17.5;808.7;2060.6;111.4;10.1;1.0;128.5;5.8;4.5;2.4;0.22;0.09;0.23;7.9;0;0.4;0;0.2;0.3;7.58
30157;Barbeque Sausage, Grilled;1033;18.6;9.0;11.2;0;0;0;1.2;<0.1;0;1.1;<0.1;<0.1;<0.1;7.8;0.2;<0.1;<0.1;18.1;2.3;8.6;7.2;<0.1;0.2;1.9;1868;202;0;0;35.1;1.1;21.6;1.4;18.1;188.1;16.9;782.6;1994.2;107.8;9.8;1.0;124.4;5.6;4.3;2.4;0.21;0.09;0.22;7.6;0;0.4;0;0.2;0.3;7.33
32795;Barbeque Sausage, Light, 7% Fat;583;6.5;10.3;9.8;0;0;0;1.4;<0.1;0;1.4;0;<0.1;<0.1;8.9;0.2;<0.1;<0.1;6.2;1.0;3.0;2.1;<0.1;<0.1;0.9;860;69;6;9;36.2;0.4;11.3;0.5;6.9;122.5;12.1;649.4;1654.7;92.0;8.3;0.9;131.4;5.6;5.1;2.9;0.20;0.10;0.23;9.8;<0.1;0.3;0;0.3;0.3;16.34
30321;Barbeque Sausage, Light, Average;697;10.1;4.3;11.7;0;0;0;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;3.2;<0.1;<0.1;<0.1;9.6;1.3;4.4;3.7;<0.1;0.1;1.1;1057;91;6;7;36.9;0.5;20.1;0.7;14.0;179.3;14.5;659.4;1680.0;103.8;9.9;1.3;153.7;3.8;5.5;3.1;0.24;0.12;0.32;8.1;<0.1;0.5;0;0.2;0.3;8.77
34855;Barbeque Sausage, Light, Fried;966;16.1;4.9;13.4;0;<0.1;0;1.2;<0.1;<0.1;1.2;<0.1;<0.1;<0.1;3.7;<0.1;<0.1;<0.1;15.4;2.7;7.2;5.1;<0.1;0.5;2.2;2115;445;7;8;44.2;22.2;23.7;0.8;16.2;205.7;16.7;765.0;1949.2;119.6;11.3;1.5;175.8;4.3;6.3;3.6;0.27;0.14;0.36;27.1;4.9;0.6;<0.1;0.5;1.2;14.82
34856;Barbeque Sausage, Light, Fried Without Fat;840;12.2;5.2;14.1;0;0;0;1.3;<0.1;0;1.2;<0.1;<0.1;<0.1;3.9;<0.1;<0.1;<0.1;11.6;1.6;5.3;4.5;<0.1;0.1;1.4;1273;110;7;8;44.5;0.6;24.2;0.9;16.9;216.0;17.5;794.4;2024.2;125.1;11.9;1.6;185.2;4.5;6.7;3.8;0.28;0.14;0.38;9.7;<0.1;0.6;0;0.3;0.4;10.57
30326;Barbeque Sausage, Light, Grilled;750;10.9;4.6;12.6;0;0;0;1.1;<0.1;0;1.1;<0.1;<0.1;<0.1;3.5;<0.1;<0.1;<0.1;10.3;1.4;4.7;4.0;<0.1;0.1;1.2;1136;98;6;7;39.7;0.5;21.6;0.8;15.1;192.8;15.6;709.0;1806.5;111.6;10.6;1.4;165.3;4.0;6.0;3.3;0.25;0.13;0.34;8.7;<0.1;0.5;0;0.3;0.3;9.43
30332;Barbeque Sausage, Light, Oven Baked;750;10.9;4.6;12.6;0;0;0;1.1;<0.1;0;1.1;<0.1;<0.1;<0.1;3.5;<0.1;<0.1;<0.1;10.3;1.4;4.7;4.0;<0.1;0.1;1.2;1136;98;6;7;39.7;0.5;21.6;0.8;15.1;192.8;15.6;709.0;1806.5;111.6;10.6;1.4;165.3;4.0;6.0;3.3;0.25;0.13;0.34;8.7;<0.1;0.5;0;0.3;0.3;9.43
